Agent ID,Agent Name,Agent Type,taxonomy ID,taxonomy level,Lineage,Agent properties,HAMAP,Viralzone,Viralzone Link,GOLD
269,Influenzavirus A influenza A virus H3N8 subtype A/Duck/Burjatia/652/88,Virus,387204,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/267""> H3N8 subtype</a>, <a href=""/agents/269""> A/Duck/Burjatia/652/88</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            I88A1
		    ",,,
270,Influenzavirus A influenza A virus H3N8 subtype A/Equine/Kentucky/5/02,Virus,336795,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/267""> H3N8 subtype</a>, <a href=""/agents/270""> A/Equine/Kentucky/5/02</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
271,Influenzavirus A influenza A virus H3N8 subtype A/Equine/Ohio/1/03,Virus,336799,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/267""> H3N8 subtype</a>, <a href=""/agents/271""> A/Equine/Ohio/1/03</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
238,Influenzavirus A influenza A virus H4N6 subtype,Virus,102800,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/238""> H4N6 subtype</a>]","[<p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
272,Influenzavirus A influenza A virus H4N6 subtype A/Duck/Buryatia/1905/00,Virus,102800,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/238""> H4N6 subtype</a>, <a href=""/agents/272""> A/Duck/Buryatia/1905/00</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
273,Influenzavirus A influenza A virus H4N6 subtype A/Mallard/New York/670/78,Virus,102800,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/238""> H4N6 subtype</a>, <a href=""/agents/273""> A/Mallard/New York/670/78</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
274,Influenzavirus A influenza A virus H4N6 subtype A/Mallard/NewYork/670/78,Virus,102800,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/238""> H4N6 subtype</a>, <a href=""/agents/274""> A/Mallard/NewYork/670/78</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
275,Influenzavirus A influenza A virus H5N1 subtype,Virus,102793,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>]","[<p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>]","
            -
		    ", H5N1 subtype,http://viralzone.expasy.org/all_by_protein/130.html,
276,Influenzavirus A influenza A virus H5N1 subtype A/Chicken/Hong Kong/220/97,Virus,100834,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/276""> A/Chicken/Hong Kong/220/97</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            I97A0
		    ",,,
277,Influenzavirus A influenza A virus H5N1 subtype A/Chicken/Korea/ES/2003,Virus,432073,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/277""> A/Chicken/Korea/ES/2003</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
278,Influenzavirus A influenza A virus H5N1 subtype A/Chicken/Laos/7191/2004,Virus,432074,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/278""> A/Chicken/Laos/7191/2004</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
279,Influenzavirus A influenza A virus H5N1 subtype A/Chicken/Vietnam/NCVD11/03,Virus,102793,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/279""> A/Chicken/Vietnam/NCVD11/03</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
280,Influenzavirus A influenza A virus H5N1 subtype A/Chicken/Vietnam/NCVD5/2003,Virus,102793,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/280""> A/Chicken/Vietnam/NCVD5/2003</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
281,Influenzavirus A influenza A virus H5N1 subtype A/Duck meat/Amyang/AVL/2001,Virus,102793,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/281""> A/Duck meat/Amyang/AVL/2001</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
282,Influenzavirus A influenza A virus H5N1 subtype A/Goose/Hong Kong/437-4/99,Virus,102793,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/282""> A/Goose/Hong Kong/437-4/99</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
283,Influenzavirus A influenza A virus H5N1 subtype A/Goose/Hong Kong/739.2/2002,Virus,680803,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/283""> A/Goose/Hong Kong/739.2/2002</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
284,Influenzavirus A influenza A virus H5N1 subtype A/Goose/Vietnam/113/2001,Virus,432078,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/284""> A/Goose/Vietnam/113/2001</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
285,Influenzavirus A influenza A virus H5N1 subtype A/Goose/Vietnam/324/2001,Virus,432364,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/285""> A/Goose/Vietnam/324/2001</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
286,Influenzavirus A influenza A virus H5N1 subtype A/Hong Kong/212/2003,Virus,102793,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/286""> A/Hong Kong/212/2003</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            I03A0
		    ",,,
287,Influenzavirus A influenza A virus H5N1 subtype A/Hong Kong/213/2003,Virus,432070,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/287""> A/Hong Kong/213/2003</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
288,Influenzavirus A influenza A virus H5N1 subtype A/Hong Kong/483/97,Virus,88104,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/288""> A/Hong Kong/483/97</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
289,Influenzavirus A influenza A virus H5N1 subtype A/Hong Kong/486/97,Virus,107424,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/289""> A/Hong Kong/486/97</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
290,Influenzavirus A influenza A virus H5N1 subtype A/Hong Kong/542/97,Virus,155220,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/290""> A/Hong Kong/542/97</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
291,Influenzavirus A influenza A virus H5N1 subtype A/Rosybilled Pochard/Hong Kong/821/2002,Virus,1277916,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/291""> A/Rosybilled Pochard/Hong Kong/821/2002</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
292,Influenzavirus A influenza A virus H5N1 subtype A/Teal/Hong Kong/2978.1/2002,Virus,102793,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/292""> A/Teal/Hong Kong/2978.1/2002</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
293,Influenzavirus A influenza A virus H5N1 subtype A/Thailand/16/2004,Virus,428669,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/293""> A/Thailand/16/2004</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
294,Influenzavirus A influenza A virus H5N1 subtype A/Vietnam/1194/2004,Virus,644788,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/294""> A/Vietnam/1194/2004</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
295,Influenzavirus A influenza A virus H5N1 subtype A/Vietnam/1203/2004,Virus,284218,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/275""> H5N1 subtype</a>, <a href=""/agents/295""> A/Vietnam/1203/2004</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
297,Influenzavirus A influenza A virus H5N2 subtype A/Chicken/Mexico/31381-3/94,Virus,380919,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/296""> H5N2 subtype</a>, <a href=""/agents/297""> A/Chicken/Mexico/31381-3/94</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,,
